### Zone 'iw4x_team_iw3_spetsnaz_urban' dumped with Zonebuilder IW4x_DEV MP (Beta) build r4611-develop latest Sep 25 2024 00:02:43 win-x86
require,mp_highrise
#pixelshader,lp_i_sun_r0c0_sm3.hlsl.3x
#pixelshader,lp_i_sun_r0c0n0s0_sm3.hlsl.3x
#pixelshader,lp_omni_b0c0n0s0_sm3.hlsl.3x
#pixelshader,lp_omni_b0c0s0_sm3.hlsl.3x
#pixelshader,lp_omni_dfog_b0c0n0s0px_sm3.hlsl
#pixelshader,lp_omni_dfog_r0c0n0s0_sm3.hlsl
#pixelshader,lp_omni_dfog_r0c0n0s0px_sm3.hlsl
#pixelshader,lp_omni_dfog_r0c0s0px_sm3.hlsl
#pixelshader,lp_omni_fog_b0c0n0s0px_sm3.hlsl
#pixelshader,lp_omni_fog_r0c0n0s0_sm3.hlsl
#pixelshader,lp_omni_fog_r0c0n0s0px_sm3.hlsl
#pixelshader,lp_omni_fog_r0c0s0px_sm3.hlsl
#pixelshader,lp_omni_r0c0_sm3.hlsl.3x
#pixelshader,lp_omni_r0c0n0s0_sm3.hlsl.3x
#pixelshader,lp_r0c0_sm3.hlsl.3x
#pixelshader,lp_r0c0n0s0_sm3.hlsl.3x
#pixelshader,lp_sm_flag_omni_t0c0n0s0_sm3.hlsl.3x
#pixelshader,lp_sm_flag_spot_t0c0n0s0_sm3.hlsl.3x
#pixelshader,lp_sm_flag_sun_t0c0n0s0_sm3.hlsl.3x
#pixelshader,lp_sm_i_omni_b0c0n0s0_sm3.hlsl.3x
#pixelshader,lp_sm_i_omni_b0c0s0_sm3.hlsl.3x
#pixelshader,lp_sm_i_omni_dfog_b0c0n0s0px_sm3.hlsl
#pixelshader,lp_sm_i_omni_dfog_r0c0n0s0_sm3.hlsl
#pixelshader,lp_sm_i_omni_dfog_r0c0n0s0px_sm3.hlsl
#pixelshader,lp_sm_i_omni_dfog_r0c0s0px_sm3.hlsl
#pixelshader,lp_sm_i_omni_fog_b0c0n0s0px_sm3.hlsl
#pixelshader,lp_sm_i_omni_fog_r0c0n0s0_sm3.hlsl
#pixelshader,lp_sm_i_omni_fog_r0c0n0s0px_sm3.hlsl
#pixelshader,lp_sm_i_omni_fog_r0c0s0px_sm3.hlsl
#pixelshader,lp_sm_i_omni_r0c0_sm3.hlsl.3x
#pixelshader,lp_sm_i_omni_r0c0n0s0_sm3.hlsl.3x
#pixelshader,lp_sm_i_spot_b0c0n0s0_sm3.hlsl.3x
#pixelshader,lp_sm_i_spot_b0c0s0_sm3.hlsl.3x
#pixelshader,lp_sm_i_spot_dfog_b0c0n0s0px_sm3.hlsl
#pixelshader,lp_sm_i_spot_dfog_r0c0n0s0_sm3.hlsl
#pixelshader,lp_sm_i_spot_dfog_r0c0n0s0px_sm3.hlsl
#pixelshader,lp_sm_i_spot_dfog_r0c0s0px_sm3.hlsl
#pixelshader,lp_sm_i_spot_fog_b0c0n0s0px_sm3.hlsl
#pixelshader,lp_sm_i_spot_fog_r0c0n0s0_sm3.hlsl
#pixelshader,lp_sm_i_spot_fog_r0c0n0s0px_sm3.hlsl
#pixelshader,lp_sm_i_spot_fog_r0c0s0px_sm3.hlsl
#pixelshader,lp_sm_i_spot_r0c0_sm3.hlsl.3x
#pixelshader,lp_sm_i_spot_r0c0n0s0_sm3.hlsl.3x
#pixelshader,lp_sm_i_sun_b0c0n0s0_sm3.hlsl.3x
#pixelshader,lp_sm_i_sun_b0c0s0_sm3.hlsl.3x
#pixelshader,lp_sm_i_sun_dfog_b0c0n0s0px_sm3.hlsl
#pixelshader,lp_sm_i_sun_dfog_r0c0n0s0_sm3.hlsl
#pixelshader,lp_sm_i_sun_dfog_r0c0n0s0px_sm3.hlsl
#pixelshader,lp_sm_i_sun_dfog_r0c0s0px_sm3.hlsl
#pixelshader,lp_sm_i_sun_fog_b0c0n0s0px_sm3.hlsl
#pixelshader,lp_sm_i_sun_fog_r0c0n0s0_sm3.hlsl
#pixelshader,lp_sm_i_sun_fog_r0c0n0s0px_sm3.hlsl
#pixelshader,lp_sm_i_sun_fog_r0c0s0px_sm3.hlsl
#pixelshader,lp_sm_i_sun_r0c0_sm3.hlsl.3x
#pixelshader,lp_sm_i_sun_r0c0n0s0_sm3.hlsl.3x
#pixelshader,lp_sm_omni_b0c0n0s0_sm3.hlsl.3x
#pixelshader,lp_sm_omni_b0c0s0_sm3.hlsl.3x
#pixelshader,lp_sm_omni_dfog_b0c0n0s0px_sm3.hlsl
#pixelshader,lp_sm_omni_dfog_r0c0n0s0_sm3.hlsl
#pixelshader,lp_sm_omni_dfog_r0c0n0s0px_sm3.hlsl
#pixelshader,lp_sm_omni_dfog_r0c0s0px_sm3.hlsl
#pixelshader,lp_sm_omni_fog_b0c0n0s0px_sm3.hlsl
#pixelshader,lp_sm_omni_fog_r0c0n0s0_sm3.hlsl
#pixelshader,lp_sm_omni_fog_r0c0n0s0px_sm3.hlsl
#pixelshader,lp_sm_omni_fog_r0c0s0px_sm3.hlsl
#pixelshader,lp_sm_omni_r0c0_sm3.hlsl.3x
#pixelshader,lp_sm_omni_r0c0n0s0_sm3.hlsl.3x
#pixelshader,lp_sm_spot_b0c0n0s0_sm3.hlsl.3x
#pixelshader,lp_sm_spot_b0c0s0_sm3.hlsl.3x
#pixelshader,lp_sm_spot_dfog_b0c0n0s0px_sm3.hlsl
#pixelshader,lp_sm_spot_dfog_r0c0n0s0_sm3.hlsl
#pixelshader,lp_sm_spot_dfog_r0c0n0s0px_sm3.hlsl
#pixelshader,lp_sm_spot_dfog_r0c0s0px_sm3.hlsl
#pixelshader,lp_sm_spot_fog_b0c0n0s0px_sm3.hlsl
#pixelshader,lp_sm_spot_fog_r0c0n0s0_sm3.hlsl
#pixelshader,lp_sm_spot_fog_r0c0n0s0px_sm3.hlsl
#pixelshader,lp_sm_spot_fog_r0c0s0px_sm3.hlsl
#pixelshader,lp_sm_spot_r0c0_sm3.hlsl.3x
#pixelshader,lp_sm_spot_r0c0n0s0_sm3.hlsl.3x
#pixelshader,lp_sm_sun_b0c0n0s0_sm3.hlsl.3x
#pixelshader,lp_sm_sun_b0c0s0_sm3.hlsl.3x
#pixelshader,lp_sm_sun_dfog_b0c0n0s0px_sm3.hlsl
#pixelshader,lp_sm_sun_dfog_r0c0n0s0_sm3.hlsl
#pixelshader,lp_sm_sun_dfog_r0c0n0s0px_sm3.hlsl
#pixelshader,lp_sm_sun_dfog_r0c0s0px_sm3.hlsl
#pixelshader,lp_sm_sun_fog_b0c0n0s0px_sm3.hlsl
#pixelshader,lp_sm_sun_fog_r0c0n0s0_sm3.hlsl
#pixelshader,lp_sm_sun_fog_r0c0n0s0px_sm3.hlsl
#pixelshader,lp_sm_sun_fog_r0c0s0px_sm3.hlsl
#pixelshader,lp_sm_sun_r0c0_sm3.hlsl.3x
#pixelshader,lp_sm_sun_r0c0n0s0_sm3.hlsl.3x
#pixelshader,lp_spot_b0c0n0s0_sm3.hlsl.3x
#pixelshader,lp_spot_b0c0s0_sm3.hlsl.3x
#pixelshader,lp_spot_dfog_b0c0n0s0px_sm3.hlsl
#pixelshader,lp_spot_dfog_r0c0n0s0_sm3.hlsl
#pixelshader,lp_spot_dfog_r0c0n0s0px_sm3.hlsl
#pixelshader,lp_spot_dfog_r0c0s0px_sm3.hlsl
#pixelshader,lp_spot_fog_b0c0n0s0px_sm3.hlsl
#pixelshader,lp_spot_fog_r0c0n0s0_sm3.hlsl
#pixelshader,lp_spot_fog_r0c0n0s0px_sm3.hlsl
#pixelshader,lp_spot_fog_r0c0s0px_sm3.hlsl
#pixelshader,lp_spot_r0c0_sm3.hlsl.3x
#pixelshader,lp_spot_r0c0n0s0_sm3.hlsl.3x
#pixelshader,lp_sun_b0c0n0s0_sm3.hlsl.3x
#pixelshader,lp_sun_b0c0s0_sm3.hlsl.3x
#pixelshader,lp_sun_dfog_b0c0n0s0px_sm3.hlsl
#pixelshader,lp_sun_dfog_r0c0n0s0_sm3.hlsl
#pixelshader,lp_sun_dfog_r0c0n0s0px_sm3.hlsl
#pixelshader,lp_sun_dfog_r0c0s0px_sm3.hlsl
#pixelshader,lp_sun_fog_b0c0n0s0px_sm3.hlsl
#pixelshader,lp_sun_fog_r0c0n0s0_sm3.hlsl
#pixelshader,lp_sun_fog_r0c0n0s0px_sm3.hlsl
#pixelshader,lp_sun_fog_r0c0s0px_sm3.hlsl
#pixelshader,lp_sun_r0c0_sm3.hlsl.3x
#pixelshader,lp_sun_r0c0n0s0_sm3.hlsl.3x
#pixelshader,null.hlsl
#pixelshader,null.hlsl.3x
#pixelshader,shadowmap_build_sm3.hlsl
#pixelshader,shadowmap_build_sm3.hlsl.3x
#pixelshader,vertcol_shaded_fog.hlsl.3x
#pixelshader,vertcol_shaded_fog_lin.hlsl
#pixelshader,vertcol_simple.hlsl.3x
#pixelshader,vertcol_simple_fog.hlsl.3x
#pixelshader,vertcol_untextured.hlsl.3x
#pixelshader,vertcol_untextured_lin_nofog.hlsl
#pixelshader,zfeather.hlsl.3x
#vertexshader,debug_normals_dtex.hlsl
#vertexshader,debug_normals_dtex.hlsl.3x
#vertexshader,debug_normals_i_dtex.hlsl
#vertexshader,debug_normals_i_dtex.hlsl.3x
#vertexshader,floatz_build.hlsl
#vertexshader,floatz_build.hlsl.3x
#vertexshader,l_point_flag_hsm_tc0n0_dtex.hlsl.3x
#vertexshader,l_point_flag_sm_tc0n0_dtex.hlsl.3x
#vertexshader,l_point_flag_tc0n0_dtex.hlsl.3x
#vertexshader,l_point_hsm_tc0_dtex.hlsl.3x
#vertexshader,l_point_hsm_tc0n0_dtex.hlsl.3x
#vertexshader,l_point_sm_tc0_dtex.hlsl
#vertexshader,l_point_sm_tc0_dtex.hlsl.3x
#vertexshader,l_point_sm_tc0n0_dtex.hlsl
#vertexshader,l_point_sm_tc0n0_dtex.hlsl.3x
#vertexshader,l_point_tc0_dtex.hlsl
#vertexshader,l_point_tc0_dtex.hlsl.3x
#vertexshader,l_point_tc0n0_dtex.hlsl
#vertexshader,l_point_tc0n0_dtex.hlsl.3x
#vertexshader,lp_dfog_s_tc0_dtex_sm3.hlsl
#vertexshader,lp_dfog_s_tc0n0_dtex_sm3.hlsl
#vertexshader,lp_flag_omni_s_tc0n0_dtex_sm3.hlsl.3x
#vertexshader,lp_flag_s_tc0n0_dtex_sm3.hlsl.3x
#vertexshader,lp_flag_sun_s_tc0n0_dtex_sm3.hlsl.3x
#vertexshader,lp_fog_s_tc0_dtex_sm3.hlsl
#vertexshader,lp_fog_s_tc0n0_dtex_sm3.hlsl
#vertexshader,lp_hsm_flag_omni_s_tc0n0_dtex_sm3.hlsl.3x
#vertexshader,lp_hsm_flag_sun_s_tc0n0_dtex_sm3.hlsl.3x
#vertexshader,lp_hsm_i_omni_s_tc0_dtex_sm3.hlsl.3x
#vertexshader,lp_hsm_i_omni_s_tc0n0_dtex_sm3.hlsl.3x
#vertexshader,lp_hsm_i_omni_tc0_dtex_sm3.hlsl.3x
#vertexshader,lp_hsm_i_sun_s_tc0_dtex_sm3.hlsl.3x
#vertexshader,lp_hsm_i_sun_s_tc0n0_dtex_sm3.hlsl.3x
#vertexshader,lp_hsm_i_sun_tc0_dtex_sm3.hlsl.3x
#vertexshader,lp_hsm_omni_s_tc0_dtex_sm3.hlsl.3x
#vertexshader,lp_hsm_omni_s_tc0n0_dtex_sm3.hlsl.3x
#vertexshader,lp_hsm_omni_tc0_dtex_sm3.hlsl.3x
#vertexshader,lp_hsm_sun_s_tc0_dtex_sm3.hlsl.3x
#vertexshader,lp_hsm_sun_s_tc0n0_dtex_sm3.hlsl.3x
#vertexshader,lp_hsm_sun_tc0_dtex_sm3.hlsl.3x
#vertexshader,lp_i_dfog_s_tc0_dtex_sm3.hlsl
#vertexshader,lp_i_dfog_s_tc0n0_dtex_sm3.hlsl
#vertexshader,lp_i_fog_s_tc0_dtex_sm3.hlsl
#vertexshader,lp_i_fog_s_tc0n0_dtex_sm3.hlsl
#vertexshader,lp_i_omni_dfog_s_tc0_dtex_sm3.hlsl
#vertexshader,lp_i_omni_dfog_s_tc0n0_dtex_sm3.hlsl
#vertexshader,lp_i_omni_fog_s_tc0_dtex_sm3.hlsl
#vertexshader,lp_i_omni_fog_s_tc0n0_dtex_sm3.hlsl
#vertexshader,lp_i_omni_s_tc0_dtex_sm3.hlsl.3x
#vertexshader,lp_i_omni_s_tc0n0_dtex_sm3.hlsl.3x
#vertexshader,lp_i_omni_tc0_dtex_sm3.hlsl.3x
#vertexshader,lp_i_s_tc0_dtex_sm3.hlsl.3x
#vertexshader,lp_i_s_tc0n0_dtex_sm3.hlsl.3x
#vertexshader,lp_i_sun_dfog_s_tc0_dtex_sm3.hlsl
#vertexshader,lp_i_sun_dfog_s_tc0n0_dtex_sm3.hlsl
#vertexshader,lp_i_sun_fog_s_tc0_dtex_sm3.hlsl
#vertexshader,lp_i_sun_fog_s_tc0n0_dtex_sm3.hlsl
#vertexshader,lp_i_sun_s_tc0_dtex_sm3.hlsl.3x
#vertexshader,lp_i_sun_s_tc0n0_dtex_sm3.hlsl.3x
#vertexshader,lp_i_sun_tc0_dtex_sm3.hlsl.3x
#vertexshader,lp_i_tc0_dtex_sm3.hlsl.3x
#vertexshader,lp_omni_dfog_s_tc0_dtex_sm3.hlsl
#vertexshader,lp_omni_dfog_s_tc0n0_dtex_sm3.hlsl
#vertexshader,lp_omni_fog_s_tc0_dtex_sm3.hlsl
#vertexshader,lp_omni_fog_s_tc0n0_dtex_sm3.hlsl
#vertexshader,lp_omni_s_tc0_dtex_sm3.hlsl.3x
#vertexshader,lp_omni_s_tc0n0_dtex_sm3.hlsl.3x
#vertexshader,lp_omni_tc0_dtex_sm3.hlsl.3x
#vertexshader,lp_s_tc0_dtex_sm3.hlsl.3x
#vertexshader,lp_s_tc0n0_dtex_sm3.hlsl.3x
#vertexshader,lp_sm_flag_omni_s_tc0n0_dtex_sm3.hlsl.3x
#vertexshader,lp_sm_flag_sun_s_tc0n0_dtex_sm3.hlsl.3x
#vertexshader,lp_sm_i_omni_dfog_s_tc0_dtex_sm3.hlsl
#vertexshader,lp_sm_i_omni_dfog_s_tc0n0_dtex_sm3.hlsl
#vertexshader,lp_sm_i_omni_fog_s_tc0_dtex_sm3.hlsl
#vertexshader,lp_sm_i_omni_fog_s_tc0n0_dtex_sm3.hlsl
#vertexshader,lp_sm_i_omni_s_tc0_dtex_sm3.hlsl.3x
#vertexshader,lp_sm_i_omni_s_tc0n0_dtex_sm3.hlsl.3x
#vertexshader,lp_sm_i_omni_tc0_dtex_sm3.hlsl.3x
#vertexshader,lp_sm_i_sun_dfog_s_tc0_dtex_sm3.hlsl
#vertexshader,lp_sm_i_sun_dfog_s_tc0n0_dtex_sm3.hlsl
#vertexshader,lp_sm_i_sun_fog_s_tc0_dtex_sm3.hlsl
#vertexshader,lp_sm_i_sun_fog_s_tc0n0_dtex_sm3.hlsl
#vertexshader,lp_sm_i_sun_s_tc0_dtex_sm3.hlsl.3x
#vertexshader,lp_sm_i_sun_s_tc0n0_dtex_sm3.hlsl.3x
#vertexshader,lp_sm_i_sun_tc0_dtex_sm3.hlsl.3x
#vertexshader,lp_sm_omni_dfog_s_tc0_dtex_sm3.hlsl
#vertexshader,lp_sm_omni_dfog_s_tc0n0_dtex_sm3.hlsl
#vertexshader,lp_sm_omni_fog_s_tc0_dtex_sm3.hlsl
#vertexshader,lp_sm_omni_fog_s_tc0n0_dtex_sm3.hlsl
#vertexshader,lp_sm_omni_s_tc0_dtex_sm3.hlsl.3x
#vertexshader,lp_sm_omni_s_tc0n0_dtex_sm3.hlsl.3x
#vertexshader,lp_sm_omni_tc0_dtex_sm3.hlsl.3x
#vertexshader,lp_sm_sun_dfog_s_tc0_dtex_sm3.hlsl
#vertexshader,lp_sm_sun_dfog_s_tc0n0_dtex_sm3.hlsl
#vertexshader,lp_sm_sun_fog_s_tc0_dtex_sm3.hlsl
#vertexshader,lp_sm_sun_fog_s_tc0n0_dtex_sm3.hlsl
#vertexshader,lp_sm_sun_s_tc0_dtex_sm3.hlsl.3x
#vertexshader,lp_sm_sun_s_tc0n0_dtex_sm3.hlsl.3x
#vertexshader,lp_sm_sun_tc0_dtex_sm3.hlsl.3x
#vertexshader,lp_sun_dfog_s_tc0_dtex_sm3.hlsl
#vertexshader,lp_sun_dfog_s_tc0n0_dtex_sm3.hlsl
#vertexshader,lp_sun_fog_s_tc0_dtex_sm3.hlsl
#vertexshader,lp_sun_fog_s_tc0n0_dtex_sm3.hlsl
#vertexshader,lp_sun_s_tc0_dtex_sm3.hlsl.3x
#vertexshader,lp_sun_s_tc0n0_dtex_sm3.hlsl.3x
#vertexshader,lp_sun_tc0_dtex_sm3.hlsl.3x
#vertexshader,lp_tc0_dtex_sm3.hlsl.3x
#vertexshader,shadowmap_build.hlsl
#vertexshader,shadowmap_build.hlsl.3x
#vertexshader,transform_only.hlsl
#vertexshader,transform_only.hlsl.3x
#vertexshader,vertcol_simple.hlsl.3x
#vertexshader,vertcol_simple_dtex.hlsl.3x
#vertexshader,vertcol_simple_fog_dtex.hlsl
#vertexshader,vertcol_simple_fog_dtex.hlsl.3x
#vertexshader,vertcol_simple_fog_flag_dtex.hlsl.3x
#vertexshader,vertcol_untextured_dtex.hlsl.3x
#vertexshader,vertcol_untextured_dtex_nofog.hlsl
#vertexshader,vertcol_untextured_flag_dtex.hlsl.3x
#vertexshader,zfeather_dtex.hlsl.3x
#vertexdecl,pp
#vertexdecl,ppcc0
#vertexdecl,ppcc0t0d
#vertexdecl,ppcc0t0dnn
#vertexdecl,ppcc0t0dnnt1t2
#vertexdecl,ppcc0t0dnntt1
#vertexdecl,ppcc0t0dnntt1t1t2
#vertexdecl,ppcc0t0t0
#vertexdecl,ppcc0t0t0nn
#vertexdecl,ppcc0t0t0nnt1t3
#vertexdecl,ppcc0t0t0nntt2
#vertexdecl,ppcc0t0t0nntt2t1t3
#vertexdecl,ppt0dnntt0
#vertexdecl,ppt0dnntt0t1t1
#vertexdecl,ppt0t0nntt1
#vertexdecl,ppt0t0nntt1t1t2
#image,$identitynormalmap
#image,eye_highlight_col
#image,faction_128_russia_red_iw3
#image,flag_neutral
#image,flag_neutral_nml
#image,grey
#image,hazel_eye_col
#image,objpoint_flag_russian
#image,op_force_clr
#image,op_force_nml
#image,opforce_3hole_ski_mask_col_sp
#image,opforce_3hole_ski_mask_nml_sp
#image,opforce_body_sp_col
#image,opforce_body_sp_nml
#image,opforce_fullwrap_col_sp
#image,opforce_fullwrap_nml_sp
#image,opforce_gear_sp_col
#image,opforce_gear_sp_nml
#image,opforce_hand_sp_col
#image,opforce_hand_sp_nml
#image,opforce_justin_beanie_hat_col_sp
#image,opforce_justin_beanie_hat_nml_sp
#image,opforce_lod_col_sp
#image,opforce_lod_nml_sp
#image,opfroce_gas_mask_col_sp
#image,opfroce_gas_mask_lens_col_sp
#image,opfroce_gas_mask_lens_nml_sp
#image,opfroce_gas_mask_nml_sp
#image,plastic_big_case_nml
#image,plastic_case_big_beige_col
#image,riot_headgear_airborne_col
#image,riot_load_outs_black_b_col
#image,riot_low_body_camo_red_col
#image,riot_up_body_camo_red_col
#image,russian_airborne_glove_col
#image,russian_airborne_glove_nml
#image,russian_airborne_sleeve_col
#image,russian_airborne_sleeve_nml
#image,ui_quarterring
#image,ui_tickring
#image,us_army_alpha_c_col
#image,us_army_alpha_c_nml
#image,us_army_head_e_col
#image,us_army_head_e_nml
#image,us_army_headgear_e_nml
#image,us_army_low_body_a_nml
#image,us_army_riot_shield_nml
#image,us_army_up_body_a_nml
#image,weapon_beretta_c
#image,weapon_beretta_n
#image,~eye_highlight_spc-rgb&eye_hi~92c2d33b
#image,~flag_neutral_spc-r-17g-17b-17l-11
#image,~hazel_eye_spc-rgb&hazel_eye_cos-l-67
#image,~op_force_spc-r-44g-44b-44&op~95b4ecf2
#image,~op_force_spc-r-71g-71b-71&op~6ddbe8bd
#image,~opforce_3hole_ski_mask_spc_s~093335e7
#image,~opforce_body_sp_spc-rgb&opfo~769a6dca
#image,~opforce_fullwrap_spc_sp-rgb&~2b5426b9
#image,~opforce_gear_sp_spc-rgb&opfo~8f7ef14a
#image,~opforce_hand_sp_spc-rgb&opfo~ada2b449
#image,~opforce_justin_beanie_hat_sp~5a6ef64e
#image,~opforce_lod_spc_sp-rgb&opfor~169cd8d8
#image,~opfroce_gas_mask_lens_spc_sp~164f0140
#image,~opfroce_gas_mask_spc_sp-rgb&~99d7e6b2
#image,~plastic_case_big_spc-rgbl-11
#image,~russian_airborne_glove_spc-r~a6b388ce
#image,~russian_airborne_sleeve_spc-~90092c8c
#image,~us_army_alpha_c_spc-rgb&us_a~7357af62
#image,~us_army_head_e_spc-rgb&us_ar~0fb0df9e
#image,~us_army_headgear_e_spc-rgb&u~81b373ca
#image,~us_army_low_body_a_spc-rgb&u~a5e5484a
#image,~us_army_riot_shield_spc-rgb&~80436926
#image,~us_army_up_body_a_spc-rgb&us~001a0797
#image,~weapon_beretta_s-rgb&weapon_~be02a881
#loaded_sound,null.wav
#sndcurve,$default
#sndcurve,$default.3x
#physpreset,plastic_case_big
#xmodelsurfs,body_mp_opforce_assault_lod0
#xmodelsurfs,body_mp_opforce_assault_lod1
#xmodelsurfs,body_mp_opforce_assault_lod2
#xmodelsurfs,body_mp_opforce_assault_lod3
#xmodelsurfs,body_mp_opforce_cqb_lod0
#xmodelsurfs,body_mp_opforce_cqb_lod1
#xmodelsurfs,body_mp_opforce_cqb_lod2
#xmodelsurfs,body_mp_opforce_cqb_lod3
#xmodelsurfs,body_mp_opforce_eningeer_lod0
#xmodelsurfs,body_mp_opforce_eningeer_lod1
#xmodelsurfs,body_mp_opforce_eningeer_lod2
#xmodelsurfs,body_mp_opforce_eningeer_lod3
#xmodelsurfs,body_mp_opforce_sniper_urban_lod0
#xmodelsurfs,body_mp_opforce_sniper_urban_lod1
#xmodelsurfs,body_mp_opforce_sniper_urban_lod2
#xmodelsurfs,body_mp_opforce_sniper_urban_lod3
#xmodelsurfs,body_mp_opforce_support_lod0
#xmodelsurfs,body_mp_opforce_support_lod1
#xmodelsurfs,body_mp_opforce_support_lod2
#xmodelsurfs,body_mp_opforce_support_lod3
#xmodelsurfs,com_plasticcase_beige_big_lod0
#xmodelsurfs,com_plasticcase_beige_big_lod1
#xmodelsurfs,com_plasticcase_beige_big_lod2
#xmodelsurfs,com_plasticcase_beige_big_lod3
#xmodelsurfs,head_mp_opforce_3hole_mask_lod0
#xmodelsurfs,head_mp_opforce_3hole_mask_lod1
#xmodelsurfs,head_mp_opforce_3hole_mask_lod2
#xmodelsurfs,head_mp_opforce_3hole_mask_lod3
#xmodelsurfs,head_mp_opforce_gasmask_lod0
#xmodelsurfs,head_mp_opforce_gasmask_lod1
#xmodelsurfs,head_mp_opforce_gasmask_lod2
#xmodelsurfs,head_mp_opforce_gasmask_lod3
#xmodelsurfs,head_mp_opforce_headwrap_lod0
#xmodelsurfs,head_mp_opforce_headwrap_lod1
#xmodelsurfs,head_mp_opforce_headwrap_lod2
#xmodelsurfs,head_mp_opforce_headwrap_lod3
#xmodelsurfs,head_mp_opforce_justin_lod0
#xmodelsurfs,head_mp_opforce_justin_lod1
#xmodelsurfs,head_mp_opforce_justin_lod2
#xmodelsurfs,head_mp_opforce_justin_lod3
#xmodelsurfs,head_opforce_fsb_b_lod010
#xmodelsurfs,head_opforce_fsb_b_lod110
#xmodelsurfs,head_opforce_fsb_b_lod210
#xmodelsurfs,head_opforce_fsb_b_lod310
#xmodelsurfs,prop_flag_neutral_lod0
#xmodelsurfs,us_army_body_riot_lod030
#xmodelsurfs,us_army_body_riot_lod130
#xmodelsurfs,us_army_body_riot_lod230
#xmodelsurfs,us_army_body_riot_lod330
#xmodelsurfs,viewhands_op_force_lod0
#xmodelsurfs,viewhands_russian_airborne40

### 979 assets
